Period,Region,Product,Pipeline,Railway,Marine,Truck
3/1/2013,AB,Propane,NULL,75156,NULL,9676
4/1/2013,AB,Propane,NULL,60219,NULL,7059
5/1/2013,AB,Propane,NULL,58578,NULL,9275
6/1/2013,AB,Propane,NULL,45989,NULL,12467
7/1/2013,AB,Propane,NULL,36144,NULL,4478
8/1/2013,AB,Propane,NULL,41807,NULL,6332
9/1/2013,AB,Propane,NULL,53292,NULL,7033
10/1/2013,AB,Propane,NULL,100006,NULL,11363
11/1/2013,AB,Propane,NULL,138361,NULL,11588
12/1/2013,AB,Propane,NULL,110968,NULL,23058
1/1/2014,AB,Propane,NULL,123389,NULL,21578
2/1/2014,AB,Propane,NULL,128086,NULL,14902
3/1/2014,AB,Propane,NULL,119415,NULL,9073
4/1/2014,AB,Propane,NULL,88799,NULL,11003
5/1/2014,AB,Propane,NULL,103406,NULL,8893
6/1/2014,AB,Propane,NULL,109650,NULL,9022
7/1/2014,AB,Propane,NULL,104527,NULL,10682
8/1/2014,AB,Propane,NULL,128961,NULL,11939
9/1/2014,AB,Propane,NULL,120040,NULL,16212
10/1/2014,AB,Propane,NULL,190261,NULL,10639
11/1/2014,AB,Propane,NULL,167899,NULL,9516
12/1/2014,AB,Propane,NULL,197447,NULL,17311
1/1/2015,AB,Propane,NULL,202781,NULL,39312
2/1/2015,AB,Propane,NULL,196813,NULL,13654
3/1/2015,AB,Propane,NULL,200410,NULL,10111
4/1/2015,AB,Propane,NULL,201865,NULL,7703
5/1/2015,AB,Propane,NULL,197634,NULL,6544
6/1/2015,AB,Propane,NULL,216373,NULL,6784
7/1/2015,AB,Propane,NULL,197821,NULL,11302
8/1/2015,AB,Propane,NULL,201184,NULL,14314
9/1/2015,AB,Propane,NULL,193344,NULL,12103
10/1/2015,AB,Propane,NULL,231551,NULL,12356
11/1/2015,AB,Propane,NULL,262118,NULL,10985
12/1/2015,AB,Propane,NULL,298977,NULL,25387
1/1/2016,AB,Propane,NULL,326503,NULL,19284
2/1/2016,AB,Propane,NULL,254752,NULL,40437
3/1/2016,AB,Propane,NULL,257325,NULL,13820
4/1/2016,AB,Propane,NULL,232937,NULL,7260
5/1/2016,AB,Propane,NULL,215590,NULL,7697
6/1/2016,AB,Propane,NULL,189521,NULL,7370
7/1/2016,AB,Propane,NULL,198527,NULL,7094
8/1/2016,AB,Propane,NULL,197178,NULL,9543
9/1/2016,AB,Propane,NULL,223279,NULL,8440
10/1/2016,AB,Propane,NULL,289122,NULL,7038
11/1/2016,AB,Propane,NULL,321846,NULL,7877
12/1/2016,AB,Propane,NULL,370929,NULL,11672
1/1/2017,AB,Propane,NULL,433095,NULL,16634
2/1/2017,AB,Propane,NULL,363718,NULL,8468
3/1/2017,AB,Propane,NULL,315089,NULL,8039
4/1/2017,AB,Propane,NULL,216274,NULL,5259
5/1/2017,AB,Propane,NULL,197648,NULL,5610
6/1/2017,AB,Propane,NULL,216296,NULL,5710
7/1/2017,AB,Propane,NULL,242345,NULL,5166
8/1/2017,AB,Propane,NULL,248905,NULL,6811
9/1/2017,AB,Propane,NULL,315528,NULL,6411
10/1/2017,AB,Propane,NULL,361437,NULL,7490
11/1/2017,AB,Propane,NULL,416971,NULL,9337
12/1/2017,AB,Propane,NULL,478800,NULL,10699
1/1/2018,AB,Propane,NULL,513998,NULL,13521
2/1/2018,AB,Propane,NULL,351135,NULL,12562
3/1/2018,AB,Propane,NULL,346662,NULL,17173
4/1/2018,AB,Propane,NULL,300768,NULL,13333
5/1/2018,AB,Propane,NULL,319520,NULL,5563
6/1/2018,AB,Propane,NULL,309929,NULL,5744
7/1/2018,AB,Propane,NULL,339723,NULL,3212
8/1/2018,AB,Propane,NULL,337484,NULL,11104
9/1/2018,AB,Propane,NULL,362373,NULL,2914
10/1/2018,AB,Propane,NULL,475863,NULL,11101
11/1/2018,AB,Propane,NULL,485566,NULL,3084
12/1/2018,AB,Propane,NULL,572481,NULL,17382
1/1/2019,AB,Propane,NULL,613517,NULL,18172
2/1/2019,AB,Propane,NULL,530087,NULL,17645
1/1/1990,BC,Propane,NULL,20851,NULL,1217
2/1/1990,BC,Propane,NULL,12455,NULL,429
3/1/1990,BC,Propane,NULL,15446,NULL,NULL
4/1/1990,BC,Propane,NULL,9753,NULL,NULL
5/1/1990,BC,Propane,NULL,6311,NULL,NULL
6/1/1990,BC,Propane,NULL,7955,NULL,341
7/1/1990,BC,Propane,NULL,5831,NULL,553
8/1/1990,BC,Propane,NULL,9063,NULL,1588
9/1/1990,BC,Propane,NULL,9057,NULL,1279
10/1/1990,BC,Propane,NULL,12971,NULL,78
11/1/1990,BC,Propane,NULL,12800,NULL,305
12/1/1990,BC,Propane,NULL,15418,NULL,1819
1/1/1991,BC,Propane,NULL,27217,NULL,3833
2/1/1991,BC,Propane,NULL,6288,NULL,127
3/1/1991,BC,Propane,NULL,4178,NULL,38
4/1/1991,BC,Propane,NULL,6799,NULL,1450
5/1/1991,BC,Propane,NULL,5147,NULL,656
6/1/1991,BC,Propane,NULL,3366,NULL,384
7/1/1991,BC,Propane,NULL,3385,NULL,668
8/1/1991,BC,Propane,NULL,4515,NULL,148
9/1/1991,BC,Propane,NULL,15147,NULL,553
10/1/1991,BC,Propane,NULL,13284,NULL,64
11/1/1991,BC,Propane,NULL,14427,NULL,317
12/1/1991,BC,Propane,NULL,16614,NULL,210
1/1/1992,BC,Propane,NULL,9929,NULL,33
2/1/1992,BC,Propane,NULL,5714,NULL,272
3/1/1992,BC,Propane,NULL,6673,NULL,204
4/1/1992,BC,Propane,NULL,8812,NULL,225
5/1/1992,BC,Propane,NULL,9922,NULL,556
6/1/1992,BC,Propane,NULL,8697,NULL,103
7/1/1992,BC,Propane,NULL,8352,NULL,106
8/1/1992,BC,Propane,NULL,7091,NULL,434
9/1/1992,BC,Propane,NULL,9334,NULL,238
10/1/1992,BC,Propane,NULL,9940,NULL,447
11/1/1992,BC,Propane,NULL,10299,NULL,247
12/1/1992,BC,Propane,NULL,15982,NULL,695
1/1/1993,BC,Propane,NULL,12437,235,2371
2/1/1993,BC,Propane,NULL,7279,NULL,268
3/1/1993,BC,Propane,NULL,10540,NULL,415
4/1/1993,BC,Propane,NULL,5542,NULL,32
5/1/1993,BC,Propane,NULL,4706,NULL,741
6/1/1993,BC,Propane,NULL,3019,NULL,201
7/1/1993,BC,Propane,NULL,2111,NULL,269
8/1/1993,BC,Propane,NULL,7039,NULL,301
9/1/1993,BC,Propane,NULL,6649,NULL,301
10/1/1993,BC,Propane,NULL,6784,NULL,240
11/1/1993,BC,Propane,NULL,8910,NULL,281
12/1/1993,BC,Propane,NULL,12441,NULL,787
1/1/1994,BC,Propane,NULL,9449,NULL,621
2/1/1994,BC,Propane,NULL,7666,NULL,1573
3/1/1994,BC,Propane,NULL,5834,NULL,445
4/1/1994,BC,Propane,NULL,5299,NULL,2042
5/1/1994,BC,Propane,NULL,4325,NULL,684
6/1/1994,BC,Propane,NULL,3317,NULL,726
7/1/1994,BC,Propane,NULL,3710,NULL,196
8/1/1994,BC,Propane,NULL,4279,NULL,982
9/1/1994,BC,Propane,NULL,8143,NULL,940
10/1/1994,BC,Propane,NULL,12466,NULL,870
11/1/1994,BC,Propane,NULL,14416,NULL,1239
12/1/1994,BC,Propane,NULL,19495,NULL,3372
1/1/1995,BC,Propane,NULL,17229,NULL,2059
2/1/1995,BC,Propane,NULL,10335,NULL,878
3/1/1995,BC,Propane,NULL,10254,NULL,462
4/1/1995,BC,Propane,NULL,23236,NULL,801
5/1/1995,BC,Propane,NULL,18133,NULL,NULL
6/1/1995,BC,Propane,NULL,13430,NULL,551
7/1/1995,BC,Propane,NULL,6957,NULL,374
8/1/1995,BC,Propane,NULL,18177,NULL,894
9/1/1995,BC,Propane,NULL,15228,NULL,1454
10/1/1995,BC,Propane,NULL,18345,NULL,788
11/1/1995,BC,Propane,NULL,15006,NULL,3568
12/1/1995,BC,Propane,NULL,11221,NULL,3267
1/1/1996,BC,Propane,NULL,9049,NULL,3224
2/1/1996,BC,Propane,NULL,9513,NULL,7207
3/1/1996,BC,Propane,NULL,19375,NULL,2759
4/1/1996,BC,Propane,NULL,10808,NULL,2239
5/1/1996,BC,Propane,NULL,24146,NULL,2686
6/1/1996,BC,Propane,NULL,11252,NULL,1526
7/1/1996,BC,Propane,NULL,14182,NULL,1402
8/1/1996,BC,Propane,NULL,14109,NULL,1904
9/1/1996,BC,Propane,NULL,19581,NULL,2996
10/1/1996,BC,Propane,NULL,16792,NULL,927
11/1/1996,BC,Propane,NULL,15975,NULL,1231
12/1/1996,BC,Propane,NULL,15415,NULL,1962
1/1/1997,BC,Propane,NULL,16032,NULL,2693
2/1/1997,BC,Propane,NULL,17236,NULL,951
3/1/1997,BC,Propane,NULL,13162,NULL,1174
4/1/1997,BC,Propane,NULL,20086,NULL,1525
5/1/1997,BC,Propane,NULL,33702,NULL,1028
6/1/1997,BC,Propane,NULL,13092,NULL,848
7/1/1997,BC,Propane,NULL,26197,NULL,752
8/1/1997,BC,Propane,NULL,20042,NULL,1084
9/1/1997,BC,Propane,NULL,29932,NULL,1523
10/1/1997,BC,Propane,NULL,25199,NULL,1401
11/1/1997,BC,Propane,NULL,20510,NULL,1221
12/1/1997,BC,Propane,NULL,29063,NULL,2117
1/1/1998,BC,Propane,NULL,32494,NULL,1616
2/1/1998,BC,Propane,NULL,17503,NULL,1625
3/1/1998,BC,Propane,NULL,22955,NULL,2132
4/1/1998,BC,Propane,NULL,32100,NULL,1351
5/1/1998,BC,Propane,NULL,16849,NULL,749
6/1/1998,BC,Propane,NULL,13681,NULL,640
7/1/1998,BC,Propane,NULL,20076,NULL,758
8/1/1998,BC,Propane,NULL,26737,NULL,873
9/1/1998,BC,Propane,NULL,12877,NULL,1400
10/1/1998,BC,Propane,NULL,15985,NULL,2713
11/1/1998,BC,Propane,NULL,18938,NULL,2687
12/1/1998,BC,Propane,NULL,26325,NULL,4309
1/1/1999,BC,Propane,NULL,20949,NULL,3976
2/1/1999,BC,Propane,NULL,10077,NULL,1730
3/1/1999,BC,Propane,NULL,9437,NULL,2218
4/1/1999,BC,Propane,NULL,12507,NULL,2227
5/1/1999,BC,Propane,NULL,5668,NULL,1297
6/1/1999,BC,Propane,NULL,4201,NULL,984
7/1/1999,BC,Propane,NULL,3390,NULL,821
8/1/1999,BC,Propane,NULL,5064,NULL,1033
9/1/1999,BC,Propane,NULL,6474,NULL,1920
10/1/1999,BC,Propane,NULL,10496,NULL,1820
11/1/1999,BC,Propane,NULL,18676,NULL,2052
12/1/1999,BC,Propane,NULL,19013,NULL,3338
1/1/2000,BC,Propane,NULL,20956,NULL,3937
2/1/2000,BC,Propane,NULL,20674,NULL,3158
3/1/2000,BC,Propane,NULL,26886,NULL,2317
4/1/2000,BC,Propane,NULL,15825,NULL,1212
5/1/2000,BC,Propane,NULL,5905,NULL,632
6/1/2000,BC,Propane,NULL,9576,NULL,427
7/1/2000,BC,Propane,NULL,6898,NULL,440
8/1/2000,BC,Propane,NULL,12292,NULL,617
9/1/2000,BC,Propane,NULL,14716,NULL,1056
10/1/2000,BC,Propane,NULL,20959,NULL,1282
11/1/2000,BC,Propane,NULL,32514,NULL,2787
12/1/2000,BC,Propane,NULL,35155,NULL,5870
1/1/2001,BC,Propane,NULL,21271,NULL,2080
2/1/2001,BC,Propane,NULL,26233,NULL,1558
3/1/2001,BC,Propane,NULL,22738,NULL,1633
4/1/2001,BC,Propane,NULL,13403,NULL,1244
5/1/2001,BC,Propane,NULL,13524,NULL,927
6/1/2001,BC,Propane,NULL,14226,NULL,822
7/1/2001,BC,Propane,NULL,14104,NULL,745
8/1/2001,BC,Propane,NULL,15976,NULL,1501
9/1/2001,BC,Propane,NULL,15381,NULL,3803
10/1/2001,BC,Propane,NULL,11772,NULL,2411
11/1/2001,BC,Propane,NULL,20023,NULL,2799
12/1/2001,BC,Propane,NULL,34746,NULL,3091
1/1/2002,BC,Propane,NULL,30153,NULL,5056
2/1/2002,BC,Propane,NULL,20445,NULL,4332
3/1/2002,BC,Propane,NULL,19215,NULL,4238
4/1/2002,BC,Propane,NULL,3621,NULL,2366
5/1/2002,BC,Propane,NULL,7410,NULL,2645
6/1/2002,BC,Propane,NULL,7063,NULL,1306
7/1/2002,BC,Propane,NULL,6121,NULL,1388
8/1/2002,BC,Propane,NULL,2963,NULL,1801
9/1/2002,BC,Propane,NULL,13518,NULL,2367
10/1/2002,BC,Propane,NULL,20357,NULL,3287
11/1/2002,BC,Propane,NULL,20262,NULL,3657
12/1/2002,BC,Propane,NULL,35306,NULL,3929
1/1/2003,BC,Propane,NULL,23677,NULL,3373
2/1/2003,BC,Propane,NULL,11755,NULL,2754
3/1/2003,BC,Propane,NULL,16256,NULL,2415
4/1/2003,BC,Propane,NULL,1712,NULL,1821
5/1/2003,BC,Propane,NULL,1542,NULL,895
6/1/2003,BC,Propane,NULL,572,NULL,493
7/1/2003,BC,Propane,NULL,1569,NULL,694
8/1/2003,BC,Propane,NULL,2506,NULL,1174
9/1/2003,BC,Propane,NULL,3081,NULL,2329
10/1/2003,BC,Propane,NULL,6040,NULL,2056
11/1/2003,BC,Propane,NULL,23045,NULL,4338
12/1/2003,BC,Propane,NULL,39384,NULL,4512
1/1/2004,BC,Propane,NULL,39150,NULL,5924
2/1/2004,BC,Propane,NULL,35866,NULL,2922
3/1/2004,BC,Propane,NULL,27116,NULL,2960
4/1/2004,BC,Propane,NULL,1036,NULL,1426
5/1/2004,BC,Propane,NULL,6039,NULL,832
6/1/2004,BC,Propane,NULL,2168,NULL,801
7/1/2004,BC,Propane,NULL,4902,NULL,664
8/1/2004,BC,Propane,NULL,7631,NULL,921
9/1/2004,BC,Propane,NULL,11380,NULL,1829
10/1/2004,BC,Propane,NULL,21587,NULL,1583
11/1/2004,BC,Propane,NULL,22803,NULL,4073
12/1/2004,BC,Propane,NULL,47116,NULL,4791
1/1/2005,BC,Propane,NULL,15171,NULL,6062
2/1/2005,BC,Propane,NULL,15518,NULL,3498
3/1/2005,BC,Propane,NULL,8169,NULL,2251
4/1/2005,BC,Propane,NULL,13467,NULL,3021
5/1/2005,BC,Propane,NULL,6644,NULL,1699
6/1/2005,BC,Propane,NULL,1603,NULL,387
7/1/2005,BC,Propane,NULL,4120,NULL,447
8/1/2005,BC,Propane,NULL,5840,NULL,550
9/1/2005,BC,Propane,NULL,15057,NULL,2088
10/1/2005,BC,Propane,NULL,17688,NULL,3721
11/1/2005,BC,Propane,NULL,20579,NULL,2800
12/1/2005,BC,Propane,NULL,18127,NULL,4613
1/1/2006,BC,Propane,NULL,29418,NULL,3393
2/1/2006,BC,Propane,NULL,16346,NULL,3749
3/1/2006,BC,Propane,NULL,15546,NULL,3270
4/1/2006,BC,Propane,NULL,10313,NULL,3402
5/1/2006,BC,Propane,NULL,5396,NULL,1137
6/1/2006,BC,Propane,NULL,4366,NULL,334
7/1/2006,BC,Propane,NULL,4244,NULL,110
8/1/2006,BC,Propane,NULL,4591,NULL,306
9/1/2006,BC,Propane,NULL,8607,NULL,1094
10/1/2006,BC,Propane,NULL,24522,NULL,3260
11/1/2006,BC,Propane,NULL,27934,NULL,4955
12/1/2006,BC,Propane,NULL,28428,NULL,8419
1/1/2007,BC,Propane,NULL,44215,NULL,8153
2/1/2007,BC,Propane,NULL,25593,NULL,5266
3/1/2007,BC,Propane,NULL,7887,NULL,5938
4/1/2007,BC,Propane,NULL,9959,NULL,3743
5/1/2007,BC,Propane,NULL,4131,NULL,402
6/1/2007,BC,Propane,NULL,3302,NULL,NULL
7/1/2007,BC,Propane,NULL,3436,NULL,157
8/1/2007,BC,Propane,NULL,4919,NULL,637
9/1/2007,BC,Propane,NULL,6650,NULL,1070
10/1/2007,BC,Propane,NULL,13262,NULL,2969
11/1/2007,BC,Propane,NULL,21026,NULL,3049
12/1/2007,BC,Propane,NULL,29415,NULL,4959
1/1/2008,BC,Propane,NULL,49667,NULL,4617
2/1/2008,BC,Propane,NULL,12388,NULL,6026
3/1/2008,BC,Propane,NULL,6551,NULL,3399
4/1/2008,BC,Propane,NULL,8206,NULL,2644
5/1/2008,BC,Propane,NULL,4705,NULL,811
6/1/2008,BC,Propane,NULL,1723,NULL,765
7/1/2008,BC,Propane,NULL,6051,NULL,646
8/1/2008,BC,Propane,NULL,4815,NULL,1129
9/1/2008,BC,Propane,NULL,5167,NULL,1241
10/1/2008,BC,Propane,NULL,13637,NULL,2939
11/1/2008,BC,Propane,NULL,10351,NULL,2848
12/1/2008,BC,Propane,NULL,13955,NULL,5024
1/1/2009,BC,Propane,NULL,21736,NULL,5838
2/1/2009,BC,Propane,NULL,9388,NULL,3431
3/1/2009,BC,Propane,NULL,8873,NULL,4275
4/1/2009,BC,Propane,NULL,5199,NULL,971
5/1/2009,BC,Propane,NULL,2973,NULL,872
6/1/2009,BC,Propane,NULL,4695,NULL,535
7/1/2009,BC,Propane,NULL,3548,NULL,680
8/1/2009,BC,Propane,NULL,2746,NULL,1310
9/1/2009,BC,Propane,NULL,4003,NULL,1064
10/1/2009,BC,Propane,NULL,12723,NULL,2655
11/1/2009,BC,Propane,NULL,12381,NULL,3027
12/1/2009,BC,Propane,NULL,13741,NULL,4633
1/1/2010,BC,Propane,NULL,14105,NULL,5721
2/1/2010,BC,Propane,NULL,8088,NULL,3060
3/1/2010,BC,Propane,NULL,4253,NULL,3844
4/1/2010,BC,Propane,NULL,4586,NULL,3813
5/1/2010,BC,Propane,NULL,4009,NULL,2357
6/1/2010,BC,Propane,NULL,5029,NULL,2513
7/1/2010,BC,Propane,NULL,5719,NULL,2662
8/1/2010,BC,Propane,NULL,5951,NULL,1501
9/1/2010,BC,Propane,NULL,12746,NULL,2704
10/1/2010,BC,Propane,NULL,10913,NULL,2790
11/1/2010,BC,Propane,NULL,13335,NULL,4370
12/1/2010,BC,Propane,NULL,18772,NULL,5310
1/1/2011,BC,Propane,NULL,15847,NULL,3989
2/1/2011,BC,Propane,NULL,10923,NULL,2289
3/1/2011,BC,Propane,NULL,15559,NULL,3522
4/1/2011,BC,Propane,NULL,5263,NULL,2354
5/1/2011,BC,Propane,NULL,4237,NULL,2007
6/1/2011,BC,Propane,NULL,4128,NULL,1272
7/1/2011,BC,Propane,NULL,6315,NULL,866
8/1/2011,BC,Propane,NULL,15914,NULL,1266
9/1/2011,BC,Propane,NULL,21268,NULL,1848
10/1/2011,BC,Propane,NULL,17543,NULL,3469
11/1/2011,BC,Propane,NULL,14128,NULL,4156
12/1/2011,BC,Propane,NULL,23015,NULL,3176
1/1/2012,BC,Propane,NULL,18876,NULL,4474
2/1/2012,BC,Propane,NULL,13933,NULL,4615
3/1/2012,BC,Propane,NULL,11291,NULL,4689
4/1/2012,BC,Propane,NULL,15033,NULL,3391
5/1/2012,BC,Propane,NULL,7884,NULL,2017
6/1/2012,BC,Propane,NULL,8459,NULL,1278
7/1/2012,BC,Propane,NULL,7321,NULL,1553
8/1/2012,BC,Propane,NULL,11560,NULL,1943
9/1/2012,BC,Propane,NULL,9636,NULL,1772
10/1/2012,BC,Propane,NULL,15596,NULL,1899
11/1/2012,BC,Propane,NULL,14080,NULL,1531
12/1/2012,BC,Propane,NULL,15880,NULL,2048
1/1/2013,BC,Propane,NULL,24716,NULL,4076
2/1/2013,BC,Propane,NULL,15921,NULL,4704
3/1/2013,BC,Propane,NULL,10889,NULL,2920
4/1/2013,BC,Propane,NULL,2746,NULL,2484
5/1/2013,BC,Propane,NULL,4804,NULL,1818
6/1/2013,BC,Propane,NULL,5035,NULL,1182
7/1/2013,BC,Propane,NULL,5726,NULL,1341
8/1/2013,BC,Propane,NULL,6179,NULL,1771
9/1/2013,BC,Propane,NULL,6775,NULL,2044
10/1/2013,BC,Propane,NULL,15723,NULL,3023
11/1/2013,BC,Propane,NULL,11986,NULL,1677
12/1/2013,BC,Propane,NULL,15901,NULL,4366
1/1/2014,BC,Propane,NULL,14744,NULL,4603
2/1/2014,BC,Propane,NULL,13833,NULL,2572
3/1/2014,BC,Propane,NULL,14954,NULL,1174
4/1/2014,BC,Propane,NULL,5751,NULL,1068
5/1/2014,BC,Propane,NULL,12661,NULL,1645
6/1/2014,BC,Propane,NULL,13991,NULL,1334
7/1/2014,BC,Propane,NULL,14780,NULL,1986
8/1/2014,BC,Propane,NULL,15234,NULL,1935
9/1/2014,BC,Propane,NULL,22819,NULL,2275
10/1/2014,BC,Propane,NULL,32802,NULL,2392
11/1/2014,BC,Propane,NULL,28788,NULL,2228
12/1/2014,BC,Propane,NULL,34846,NULL,3008
1/1/2015,BC,Propane,NULL,29427,NULL,3474
2/1/2015,BC,Propane,NULL,36362,NULL,2506
3/1/2015,BC,Propane,NULL,50935,NULL,2522
4/1/2015,BC,Propane,NULL,33720,NULL,2013
5/1/2015,BC,Propane,NULL,33724,NULL,1782
6/1/2015,BC,Propane,NULL,40279,NULL,1621
7/1/2015,BC,Propane,NULL,42748,NULL,2251
8/1/2015,BC,Propane,NULL,45841,NULL,2002
9/1/2015,BC,Propane,NULL,45937,NULL,3593
10/1/2015,BC,Propane,NULL,71120,NULL,3773
11/1/2015,BC,Propane,NULL,78909,NULL,4379
12/1/2015,BC,Propane,NULL,87671,NULL,4349
1/1/2016,BC,Propane,NULL,85127,NULL,4998
2/1/2016,BC,Propane,NULL,87256,NULL,4326
3/1/2016,BC,Propane,NULL,83999,NULL,3571
4/1/2016,BC,Propane,NULL,54762,NULL,4897
5/1/2016,BC,Propane,NULL,58069,NULL,4791
6/1/2016,BC,Propane,NULL,57593,NULL,2760
7/1/2016,BC,Propane,NULL,51862,NULL,5072
8/1/2016,BC,Propane,NULL,67944,NULL,5234
9/1/2016,BC,Propane,NULL,75890,NULL,6413
10/1/2016,BC,Propane,NULL,81249,NULL,6473
11/1/2016,BC,Propane,NULL,64871,NULL,3746
12/1/2016,BC,Propane,NULL,81701,NULL,6277
1/1/2017,BC,Propane,NULL,82165,NULL,8701
2/1/2017,BC,Propane,NULL,72572,NULL,7659
3/1/2017,BC,Propane,NULL,79464,NULL,8256
4/1/2017,BC,Propane,NULL,74719,NULL,4452
5/1/2017,BC,Propane,NULL,93816,NULL,3667
6/1/2017,BC,Propane,NULL,89357,NULL,2646
7/1/2017,BC,Propane,NULL,105711,NULL,2889
8/1/2017,BC,Propane,NULL,87720,NULL,3946
9/1/2017,BC,Propane,NULL,106994,NULL,4455
10/1/2017,BC,Propane,NULL,86598,NULL,7051
11/1/2017,BC,Propane,NULL,89219,NULL,6715
12/1/2017,BC,Propane,NULL,90979,NULL,9702
1/1/2018,BC,Propane,NULL,54125,NULL,7467
2/1/2018,BC,Propane,NULL,46022,NULL,6127
3/1/2018,BC,Propane,NULL,104199,NULL,7489
4/1/2018,BC,Propane,NULL,128439,NULL,7761
5/1/2018,BC,Propane,NULL,113075,NULL,5333
6/1/2018,BC,Propane,NULL,99885,NULL,4105
7/1/2018,BC,Propane,NULL,8477,NULL,979
8/1/2018,BC,Propane,NULL,17180,NULL,897
9/1/2018,BC,Propane,NULL,17099,NULL,34
10/1/2018,BC,Propane,NULL,20678,NULL,2277
11/1/2018,BC,Propane,NULL,21191,NULL,2711
12/1/2018,BC,Propane,NULL,109944,NULL,9178
1/1/2019,BC,Propane,NULL,129999,NULL,9792
2/1/2019,BC,Propane,NULL,122698,NULL,10477
1/1/1990,Canada,Propane,288292,127687,615,40847
2/1/1990,Canada,Propane,236757,63695,639,29590
3/1/1990,Canada,Propane,251404,61896,492,26103
4/1/1990,Canada,Propane,177910,56287,465,21798
5/1/1990,Canada,Propane,137126,39110,542,16498
6/1/1990,Canada,Propane,245184,36406,851,19083
7/1/1990,Canada,Propane,168610,39136,540,20607
8/1/1990,Canada,Propane,215636,51166,462,22300
9/1/1990,Canada,Propane,205705,58103,461,26644
10/1/1990,Canada,Propane,234359,74661,543,24720
11/1/1990,Canada,Propane,236045,76017,514,30018
12/1/1990,Canada,Propane,202791,101859,407,37034
1/1/1991,Canada,Propane,294533,152096,508,54163
2/1/1991,Canada,Propane,242947,68914,395,27473
3/1/1991,Canada,Propane,217794,47894,449,29277
4/1/1991,Canada,Propane,132498,44369,455,24490
5/1/1991,Canada,Propane,179222,43661,487,18636
6/1/1991,Canada,Propane,185848,30464,528,13855
7/1/1991,Canada,Propane,154902,32205,504,17610
8/1/1991,Canada,Propane,216926,46079,510,25899
9/1/1991,Canada,Propane,220592,68411,462,25337
10/1/1991,Canada,Propane,241293,67562,567,33084
11/1/1991,Canada,Propane,264837,95939,298,40678
12/1/1991,Canada,Propane,214843,106264,457,44905
1/1/1992,Canada,Propane,236498,113876,466,47167
2/1/1992,Canada,Propane,214732,82843,393,39975
3/1/1992,Canada,Propane,204953,65588,337,37530
4/1/1992,Canada,Propane,216190,55401,578,27685
5/1/1992,Canada,Propane,225989,42673,280,20238
6/1/1992,Canada,Propane,186703,34920,371,14662
7/1/1992,Canada,Propane,215738,47376,393,27303
8/1/1992,Canada,Propane,267545,48851,408,20987
9/1/1992,Canada,Propane,281979,67622,408,36072
10/1/1992,Canada,Propane,289827,85856,574,40449
11/1/1992,Canada,Propane,331827,127333,575,43372
12/1/1992,Canada,Propane,271669,184503,399,57515
1/1/1993,Canada,Propane,283882,161495,750,83719
2/1/1993,Canada,Propane,251721,107753,547,58593
3/1/1993,Canada,Propane,200896,112176,711,79558
4/1/1993,Canada,Propane,228594,63431,280,28945
5/1/1993,Canada,Propane,195428,52323,471,20891
6/1/1993,Canada,Propane,217997,41891,609,19876
7/1/1993,Canada,Propane,246271,46794,NULL,19439
8/1/1993,Canada,Propane,253402,61058,NULL,38554
9/1/1993,Canada,Propane,242809,69991,NULL,45777
10/1/1993,Canada,Propane,274285,83815,NULL,43007
11/1/1993,Canada,Propane,317779,142105,NULL,57675
12/1/1993,Canada,Propane,325501,159212,NULL,84827
1/1/1994,Canada,Propane,309956,172622,NULL,106502
2/1/1994,Canada,Propane,299472,179201,NULL,67863
3/1/1994,Canada,Propane,230572,89839,NULL,80056
4/1/1994,Canada,Propane,251538,58511,NULL,48888
5/1/1994,Canada,Propane,301075,39257,NULL,36520
6/1/1994,Canada,Propane,258643,47710,NULL,31134
7/1/1994,Canada,Propane,311090,42816,NULL,25422
8/1/1994,Canada,Propane,301294,54084,NULL,40721
9/1/1994,Canada,Propane,332013,78017,NULL,47828
10/1/1994,Canada,Propane,282019,127015,NULL,62907
11/1/1994,Canada,Propane,351031,135960,NULL,89661
12/1/1994,Canada,Propane,356475,176577,NULL,125346
1/1/1995,Canada,Propane,432204,186035,NULL,123601
2/1/1995,Canada,Propane,417560,165356,NULL,126857
3/1/1995,Canada,Propane,345704,136688,NULL,109943
4/1/1995,Canada,Propane,321399,122363,NULL,72935
5/1/1995,Canada,Propane,341734,114329,NULL,53871
6/1/1995,Canada,Propane,386986,89389,NULL,35305
7/1/1995,Canada,Propane,401299,83062,NULL,33386
8/1/1995,Canada,Propane,382306,116201,NULL,44022
9/1/1995,Canada,Propane,384487,135887,NULL,67324
10/1/1995,Canada,Propane,379694,160771,NULL,73605
11/1/1995,Canada,Propane,412902,165872,NULL,115987
12/1/1995,Canada,Propane,360133,197797,NULL,154611
1/1/1996,Canada,Propane,444838,248117,NULL,241326
2/1/1996,Canada,Propane,465909,246725,NULL,158707
3/1/1996,Canada,Propane,341305,174388,NULL,123044
4/1/1996,Canada,Propane,360708,112173,NULL,79893
5/1/1996,Canada,Propane,385733,85090,NULL,56871
6/1/1996,Canada,Propane,356656,60119,NULL,32646
7/1/1996,Canada,Propane,352332,67748,NULL,31808
8/1/1996,Canada,Propane,365149,69775,NULL,44644
9/1/1996,Canada,Propane,299519,102888,NULL,60941
10/1/1996,Canada,Propane,327155,131353,NULL,73865
11/1/1996,Canada,Propane,439375,180840,NULL,100450
