Period,Region,Product,Pipeline,Railway,Marine,Truck
1/1/1999,QC,Propane,NULL,28527,NULL,6842
2/1/1999,QC,Propane,NULL,19389,NULL,5586
3/1/1999,QC,Propane,NULL,19407,NULL,4777
4/1/1999,QC,Propane,NULL,13951,NULL,5058
5/1/1999,QC,Propane,NULL,7570,NULL,3397
6/1/1999,QC,Propane,NULL,9986,NULL,3388
7/1/1999,QC,Propane,NULL,6707,NULL,3562
8/1/1999,QC,Propane,NULL,9208,NULL,2269
9/1/1999,QC,Propane,NULL,13375,NULL,2877
10/1/1999,QC,Propane,NULL,10042,NULL,5000
11/1/1999,QC,Propane,NULL,22828,NULL,9654
12/1/1999,QC,Propane,NULL,27968,NULL,14014
1/1/2000,QC,Propane,NULL,35378,NULL,19674
2/1/2000,QC,Propane,NULL,27704,NULL,18490
3/1/2000,QC,Propane,NULL,25148,NULL,11151
4/1/2000,QC,Propane,NULL,13408,NULL,7919
5/1/2000,QC,Propane,NULL,24320,NULL,8413
6/1/2000,QC,Propane,NULL,13007,NULL,6360
7/1/2000,QC,Propane,NULL,15407,NULL,5118
8/1/2000,QC,Propane,NULL,12955,NULL,8033
9/1/2000,QC,Propane,NULL,13618,NULL,7654
10/1/2000,QC,Propane,NULL,21623,NULL,9916
11/1/2000,QC,Propane,NULL,23102,NULL,11707
12/1/2000,QC,Propane,NULL,36186,NULL,29975
1/1/2001,QC,Propane,NULL,38383,NULL,25627
2/1/2001,QC,Propane,NULL,22183,NULL,22570
3/1/2001,QC,Propane,NULL,25886,NULL,17603
4/1/2001,QC,Propane,NULL,23777,NULL,5616
5/1/2001,QC,Propane,NULL,18026,NULL,4267
6/1/2001,QC,Propane,NULL,8579,NULL,3316
7/1/2001,QC,Propane,NULL,12081,NULL,3672
8/1/2001,QC,Propane,NULL,12387,NULL,4066
9/1/2001,QC,Propane,NULL,16385,NULL,4870
10/1/2001,QC,Propane,NULL,14312,NULL,6634
11/1/2001,QC,Propane,NULL,30231,NULL,13329
12/1/2001,QC,Propane,NULL,25207,NULL,14994
1/1/2002,QC,Propane,NULL,73229,NULL,14146
2/1/2002,QC,Propane,NULL,25984,NULL,9072
3/1/2002,QC,Propane,NULL,31722,NULL,5815
4/1/2002,QC,Propane,NULL,19206,NULL,5437
5/1/2002,QC,Propane,NULL,11643,NULL,5260
6/1/2002,QC,Propane,NULL,25147,NULL,3063
7/1/2002,QC,Propane,NULL,17024,NULL,4513
8/1/2002,QC,Propane,NULL,17916,NULL,4679
9/1/2002,QC,Propane,NULL,15947,NULL,5090
10/1/2002,QC,Propane,NULL,29945,NULL,9179
11/1/2002,QC,Propane,NULL,52289,NULL,11636
12/1/2002,QC,Propane,NULL,57535,NULL,19325
1/1/2003,QC,Propane,NULL,57809,NULL,22579
2/1/2003,QC,Propane,NULL,53065,NULL,18110
3/1/2003,QC,Propane,NULL,46250,NULL,11609
4/1/2003,QC,Propane,NULL,25225,NULL,7187
5/1/2003,QC,Propane,NULL,30186,NULL,4559
6/1/2003,QC,Propane,NULL,11507,NULL,3387
7/1/2003,QC,Propane,NULL,21827,NULL,3633
8/1/2003,QC,Propane,NULL,20263,NULL,4335
9/1/2003,QC,Propane,NULL,12364,NULL,5133
10/1/2003,QC,Propane,NULL,36436,NULL,6031
11/1/2003,QC,Propane,NULL,48984,NULL,5234
12/1/2003,QC,Propane,NULL,65704,NULL,13206
1/1/2004,QC,Propane,NULL,64079,NULL,14243
2/1/2004,QC,Propane,NULL,52107,NULL,11661
3/1/2004,QC,Propane,NULL,39032,NULL,11083
4/1/2004,QC,Propane,NULL,27014,NULL,7101
5/1/2004,QC,Propane,NULL,23289,NULL,3871
6/1/2004,QC,Propane,NULL,25243,NULL,3823
7/1/2004,QC,Propane,NULL,12912,NULL,2515
8/1/2004,QC,Propane,NULL,17305,NULL,2484
9/1/2004,QC,Propane,NULL,19097,NULL,5187
10/1/2004,QC,Propane,NULL,37425,NULL,6155
11/1/2004,QC,Propane,NULL,48380,NULL,8851
12/1/2004,QC,Propane,NULL,26184,NULL,13113
1/1/2005,QC,Propane,NULL,60533,NULL,8362
2/1/2005,QC,Propane,NULL,52604,NULL,7490
3/1/2005,QC,Propane,NULL,49281,NULL,6700
4/1/2005,QC,Propane,NULL,22620,NULL,3275
5/1/2005,QC,Propane,NULL,16526,NULL,2471
6/1/2005,QC,Propane,NULL,21221,NULL,1710
7/1/2005,QC,Propane,NULL,15440,NULL,2365
8/1/2005,QC,Propane,NULL,17639,NULL,2673
9/1/2005,QC,Propane,NULL,26860,NULL,4316
10/1/2005,QC,Propane,NULL,37300,NULL,4576
11/1/2005,QC,Propane,NULL,38717,NULL,3683
12/1/2005,QC,Propane,NULL,64347,NULL,8360
1/1/2006,QC,Propane,NULL,65433,NULL,6395
2/1/2006,QC,Propane,NULL,26882,NULL,6045
3/1/2006,QC,Propane,NULL,40731,NULL,6348
4/1/2006,QC,Propane,NULL,46244,NULL,3528
5/1/2006,QC,Propane,NULL,19660,NULL,1690
6/1/2006,QC,Propane,NULL,16441,NULL,1362
7/1/2006,QC,Propane,NULL,22174,NULL,1601
8/1/2006,QC,Propane,NULL,24019,NULL,1864
9/1/2006,QC,Propane,NULL,17668,NULL,2198
10/1/2006,QC,Propane,NULL,33916,NULL,4759
11/1/2006,QC,Propane,NULL,60704,NULL,3476
12/1/2006,QC,Propane,NULL,56066,NULL,5695
1/1/2007,QC,Propane,NULL,59888,NULL,6240
2/1/2007,QC,Propane,NULL,46116,NULL,7567
3/1/2007,QC,Propane,NULL,53774,NULL,5059
4/1/2007,QC,Propane,NULL,32418,NULL,4249
5/1/2007,QC,Propane,NULL,23593,NULL,2534
6/1/2007,QC,Propane,NULL,16605,NULL,2116
7/1/2007,QC,Propane,NULL,16509,NULL,1807
8/1/2007,QC,Propane,NULL,20526,NULL,2160
9/1/2007,QC,Propane,NULL,25439,NULL,2554
10/1/2007,QC,Propane,NULL,44914,NULL,3800
11/1/2007,QC,Propane,NULL,44542,NULL,4787
12/1/2007,QC,Propane,NULL,64297,NULL,5662
1/1/2008,QC,Propane,NULL,72905,NULL,8418
2/1/2008,QC,Propane,NULL,72977,NULL,6541
3/1/2008,QC,Propane,NULL,63906,NULL,5522
4/1/2008,QC,Propane,NULL,14249,NULL,4287
5/1/2008,QC,Propane,NULL,23999,NULL,2392
6/1/2008,QC,Propane,NULL,24152,NULL,1395
7/1/2008,QC,Propane,NULL,24710,NULL,2188
8/1/2008,QC,Propane,NULL,19394,NULL,1857
9/1/2008,QC,Propane,NULL,27158,NULL,2003
10/1/2008,QC,Propane,NULL,24433,NULL,1096
11/1/2008,QC,Propane,NULL,52329,NULL,2930
12/1/2008,QC,Propane,NULL,48689,NULL,6005
1/1/2009,QC,Propane,NULL,58027,NULL,8732
2/1/2009,QC,Propane,NULL,58646,NULL,6143
3/1/2009,QC,Propane,NULL,46747,NULL,4842
4/1/2009,QC,Propane,NULL,22877,NULL,2180
5/1/2009,QC,Propane,NULL,23245,NULL,1180
6/1/2009,QC,Propane,NULL,25484,NULL,1628
7/1/2009,QC,Propane,NULL,26757,NULL,1107
8/1/2009,QC,Propane,NULL,25618,NULL,1417
9/1/2009,QC,Propane,NULL,30031,NULL,873
10/1/2009,QC,Propane,NULL,30868,NULL,2465
11/1/2009,QC,Propane,NULL,48997,NULL,1026
12/1/2009,QC,Propane,NULL,44368,NULL,4174
1/1/2010,QC,Propane,NULL,59769,NULL,5601
2/1/2010,QC,Propane,NULL,45664,NULL,5888
3/1/2010,QC,Propane,NULL,38329,NULL,3694
4/1/2010,QC,Propane,NULL,19826,NULL,2807
5/1/2010,QC,Propane,NULL,20105,NULL,2150
6/1/2010,QC,Propane,NULL,21874,NULL,2083
7/1/2010,QC,Propane,NULL,21355,NULL,1578
8/1/2010,QC,Propane,NULL,19390,NULL,1674
9/1/2010,QC,Propane,NULL,43001,NULL,1997
10/1/2010,QC,Propane,NULL,61679,NULL,3643
11/1/2010,QC,Propane,NULL,46606,NULL,5068
12/1/2010,QC,Propane,NULL,61819,NULL,7928
1/1/2011,QC,Propane,NULL,66853,NULL,8879
2/1/2011,QC,Propane,NULL,54960,NULL,6832
3/1/2011,QC,Propane,NULL,45747,NULL,4151
4/1/2011,QC,Propane,NULL,24708,NULL,4697
5/1/2011,QC,Propane,NULL,26610,NULL,2448
6/1/2011,QC,Propane,NULL,28675,NULL,1770
7/1/2011,QC,Propane,NULL,22684,NULL,1749
8/1/2011,QC,Propane,NULL,23678,NULL,2124
9/1/2011,QC,Propane,NULL,29977,NULL,3446
10/1/2011,QC,Propane,NULL,42879,NULL,1677
11/1/2011,QC,Propane,NULL,48478,NULL,3860
12/1/2011,QC,Propane,NULL,56187,NULL,6020
1/1/2012,QC,Propane,NULL,76865,NULL,7421
2/1/2012,QC,Propane,NULL,74655,NULL,6567
3/1/2012,QC,Propane,NULL,46700,NULL,4000
4/1/2012,QC,Propane,NULL,24522,NULL,3527
5/1/2012,QC,Propane,NULL,17130,NULL,3278
6/1/2012,QC,Propane,NULL,28044,NULL,2013
7/1/2012,QC,Propane,NULL,24462,NULL,2007
8/1/2012,QC,Propane,NULL,29150,NULL,2535
9/1/2012,QC,Propane,NULL,24067,NULL,3445
10/1/2012,QC,Propane,NULL,35083,NULL,3883
11/1/2012,QC,Propane,NULL,47387,NULL,6315
12/1/2012,QC,Propane,NULL,73309,NULL,6573
1/1/2013,QC,Propane,NULL,64362,NULL,8783
2/1/2013,QC,Propane,NULL,64284,NULL,8292
3/1/2013,QC,Propane,NULL,55074,NULL,7506
4/1/2013,QC,Propane,NULL,18761,NULL,5578
5/1/2013,QC,Propane,NULL,18629,NULL,3349
6/1/2013,QC,Propane,NULL,13725,NULL,3458
7/1/2013,QC,Propane,NULL,17244,NULL,2697
8/1/2013,QC,Propane,NULL,19482,NULL,3200
9/1/2013,QC,Propane,NULL,25838,NULL,4175
10/1/2013,QC,Propane,NULL,31783,NULL,4863
11/1/2013,QC,Propane,NULL,42899,NULL,7267
12/1/2013,QC,Propane,NULL,46792,NULL,10053
1/1/2014,QC,Propane,NULL,50800,NULL,10711
2/1/2014,QC,Propane,NULL,50081,NULL,12851
3/1/2014,QC,Propane,NULL,43109,NULL,11286
4/1/2014,QC,Propane,NULL,17607,NULL,5375
5/1/2014,QC,Propane,NULL,17520,NULL,3518
6/1/2014,QC,Propane,NULL,21279,NULL,2531
7/1/2014,QC,Propane,NULL,21344,NULL,6814
8/1/2014,QC,Propane,NULL,22631,NULL,1016
9/1/2014,QC,Propane,NULL,17871,NULL,4002
10/1/2014,QC,Propane,NULL,17619,NULL,4462
11/1/2014,QC,Propane,NULL,16902,NULL,7733
12/1/2014,QC,Propane,NULL,54574,NULL,11376
1/1/2015,QC,Propane,NULL,55736,NULL,13162
2/1/2015,QC,Propane,NULL,53932,NULL,15100
3/1/2015,QC,Propane,NULL,44276,NULL,14193
4/1/2015,QC,Propane,NULL,18362,NULL,7411
5/1/2015,QC,Propane,NULL,19436,NULL,4145
6/1/2015,QC,Propane,NULL,17194,NULL,3744
7/1/2015,QC,Propane,NULL,16954,NULL,3791
8/1/2015,QC,Propane,NULL,19449,NULL,3564
9/1/2015,QC,Propane,NULL,29187,NULL,4887
10/1/2015,QC,Propane,NULL,27129,NULL,6139
11/1/2015,QC,Propane,NULL,39718,NULL,9485
12/1/2015,QC,Propane,NULL,44395,NULL,10376
1/1/2016,QC,Propane,NULL,1590,NULL,15080
2/1/2016,QC,Propane,NULL,1161,NULL,11753
3/1/2016,QC,Propane,NULL,31556,NULL,10162
4/1/2016,QC,Propane,NULL,5278,NULL,8417
5/1/2016,QC,Propane,NULL,18252,NULL,5470
6/1/2016,QC,Propane,NULL,12001,NULL,3223
7/1/2016,QC,Propane,NULL,16572,NULL,1120
8/1/2016,QC,Propane,NULL,17365,NULL,2680
9/1/2016,QC,Propane,NULL,14404,NULL,3177
10/1/2016,QC,Propane,NULL,16268,NULL,6272
11/1/2016,QC,Propane,NULL,12119,NULL,7870
12/1/2016,QC,Propane,NULL,37268,NULL,11721
1/1/2017,QC,Propane,NULL,47177,NULL,13919
2/1/2017,QC,Propane,NULL,43213,NULL,13056
3/1/2017,QC,Propane,NULL,34349,NULL,12509
4/1/2017,QC,Propane,NULL,11623,NULL,7153
5/1/2017,QC,Propane,NULL,18357,NULL,6171
6/1/2017,QC,Propane,NULL,17348,NULL,4608
7/1/2017,QC,Propane,NULL,18035,NULL,3665
8/1/2017,QC,Propane,NULL,17968,NULL,5138
9/1/2017,QC,Propane,NULL,23039,NULL,5633
10/1/2017,QC,Propane,NULL,26990,NULL,8056
11/1/2017,QC,Propane,NULL,35567,NULL,10781
12/1/2017,QC,Propane,NULL,55352,NULL,7196
1/1/2018,QC,Propane,NULL,61917,NULL,18594
2/1/2018,QC,Propane,NULL,42981,NULL,14229
3/1/2018,QC,Propane,NULL,25159,NULL,13977
4/1/2018,QC,Propane,NULL,8323,NULL,9667
5/1/2018,QC,Propane,NULL,8627,NULL,5562
6/1/2018,QC,Propane,NULL,8022,NULL,5401
7/1/2018,QC,Propane,NULL,7828,NULL,4941
8/1/2018,QC,Propane,NULL,9800,NULL,5697
9/1/2018,QC,Propane,NULL,23254,NULL,6610
10/1/2018,QC,Propane,NULL,19864,NULL,9620
11/1/2018,QC,Propane,NULL,35059,NULL,17386
12/1/2018,QC,Propane,NULL,50026,NULL,17465
1/1/2019,QC,Propane,NULL,35527,NULL,23541
2/1/2019,QC,Propane,NULL,46828,NULL,16699
1/1/1990,SK,Propane,185654,2031,NULL,3165
2/1/1990,SK,Propane,128382,NULL,NULL,1324
3/1/1990,SK,Propane,170439,120,NULL,1151
4/1/1990,SK,Propane,116767,2991,NULL,1167
5/1/1990,SK,Propane,108163,NULL,NULL,517
6/1/1990,SK,Propane,153498,NULL,NULL,352
7/1/1990,SK,Propane,112207,344,NULL,767
8/1/1990,SK,Propane,143927,1378,NULL,197
9/1/1990,SK,Propane,158052,1967,NULL,1255
10/1/1990,SK,Propane,192663,349,NULL,1086
11/1/1990,SK,Propane,180979,350,NULL,1374
12/1/1990,SK,Propane,159192,2020,NULL,1415
1/1/1991,SK,Propane,199559,5190,NULL,5067
2/1/1991,SK,Propane,166971,NULL,NULL,1311
3/1/1991,SK,Propane,130013,NULL,NULL,792
4/1/1991,SK,Propane,89057,NULL,NULL,622
5/1/1991,SK,Propane,137973,1188,NULL,840
6/1/1991,SK,Propane,122248,583,NULL,752
7/1/1991,SK,Propane,107459,1169,NULL,918
8/1/1991,SK,Propane,167329,2083,NULL,937
9/1/1991,SK,Propane,163536,237,NULL,1334
10/1/1991,SK,Propane,161589,340,NULL,1976
11/1/1991,SK,Propane,200137,NULL,NULL,1973
12/1/1991,SK,Propane,162586,NULL,NULL,1569
1/1/1992,SK,Propane,167285,239,NULL,1956
2/1/1992,SK,Propane,154401,813,NULL,1468
3/1/1992,SK,Propane,150882,NULL,NULL,1001
4/1/1992,SK,Propane,156776,NULL,NULL,1182
5/1/1992,SK,Propane,150400,NULL,NULL,826
6/1/1992,SK,Propane,146171,NULL,NULL,863
7/1/1992,SK,Propane,146016,554,NULL,987
8/1/1992,SK,Propane,223447,1149,NULL,1877
9/1/1992,SK,Propane,193620,2786,NULL,3133
10/1/1992,SK,Propane,207317,7413,NULL,1100
11/1/1992,SK,Propane,279239,3488,NULL,2140
12/1/1992,SK,Propane,249061,1314,NULL,4907
1/1/1993,SK,Propane,209674,3583,NULL,4585
2/1/1993,SK,Propane,148197,1316,NULL,3656
3/1/1993,SK,Propane,141469,2256,NULL,1796
4/1/1993,SK,Propane,129646,693,NULL,1199
5/1/1993,SK,Propane,133413,573,NULL,483
6/1/1993,SK,Propane,132330,337,NULL,886
7/1/1993,SK,Propane,151680,563,NULL,1090
8/1/1993,SK,Propane,160210,1374,NULL,6826
9/1/1993,SK,Propane,156343,4926,NULL,4363
10/1/1993,SK,Propane,203496,3210,NULL,1836
11/1/1993,SK,Propane,222940,2269,NULL,6637
12/1/1993,SK,Propane,244081,1545,NULL,4916
1/1/1994,SK,Propane,226642,15207,NULL,7160
2/1/1994,SK,Propane,208027,11321,NULL,3595
3/1/1994,SK,Propane,149143,4221,NULL,3055
4/1/1994,SK,Propane,164522,924,NULL,1007
5/1/1994,SK,Propane,193083,457,NULL,873
6/1/1994,SK,Propane,152925,4142,NULL,610
7/1/1994,SK,Propane,166514,1726,NULL,825
8/1/1994,SK,Propane,181028,3894,NULL,3206
9/1/1994,SK,Propane,179114,7613,NULL,2146
10/1/1994,SK,Propane,189177,6430,NULL,1096
11/1/1994,SK,Propane,270619,5699,NULL,2640
12/1/1994,SK,Propane,260054,10377,NULL,4724
1/1/1995,SK,Propane,268702,13029,NULL,5768
2/1/1995,SK,Propane,240902,14908,NULL,4144
3/1/1995,SK,Propane,191753,21786,NULL,4630
4/1/1995,SK,Propane,188572,8353,NULL,2954
5/1/1995,SK,Propane,226835,2988,NULL,1357
6/1/1995,SK,Propane,236011,2286,NULL,830
7/1/1995,SK,Propane,204541,3209,NULL,2721
8/1/1995,SK,Propane,238974,10501,NULL,2454
9/1/1995,SK,Propane,235150,15660,NULL,2942
10/1/1995,SK,Propane,221224,19122,NULL,2088
11/1/1995,SK,Propane,284669,17371,NULL,3905
12/1/1995,SK,Propane,250859,26558,NULL,7837
1/1/1996,SK,Propane,261033,34218,NULL,6113
2/1/1996,SK,Propane,246698,28751,NULL,4964
3/1/1996,SK,Propane,169605,15193,NULL,3477
4/1/1996,SK,Propane,176627,5488,NULL,1703
5/1/1996,SK,Propane,237084,6170,NULL,2072
6/1/1996,SK,Propane,196732,2602,NULL,1204
7/1/1996,SK,Propane,206970,5067,NULL,3247
8/1/1996,SK,Propane,253184,6173,NULL,3692
9/1/1996,SK,Propane,220991,13890,NULL,3394
10/1/1996,SK,Propane,235762,17535,NULL,2403
11/1/1996,SK,Propane,271311,16834,NULL,3864
12/1/1996,SK,Propane,260471,18445,NULL,3658
1/1/1997,SK,Propane,230646,11181,NULL,11714
2/1/1997,SK,Propane,218502,9403,NULL,9814
3/1/1997,SK,Propane,140537,5659,NULL,12873
4/1/1997,SK,Propane,206549,1375,NULL,3326
5/1/1997,SK,Propane,202847,2732,NULL,3210
6/1/1997,SK,Propane,187165,1831,NULL,1624
7/1/1997,SK,Propane,199699,3432,NULL,6989
8/1/1997,SK,Propane,247575,6531,NULL,8809
9/1/1997,SK,Propane,175049,4812,NULL,10905
10/1/1997,SK,Propane,219752,2859,NULL,6789
11/1/1997,SK,Propane,263314,3431,NULL,8230
12/1/1997,SK,Propane,251129,8879,NULL,6780
1/1/1998,SK,Propane,253800,10670,NULL,10910
2/1/1998,SK,Propane,206898,13161,NULL,5329
3/1/1998,SK,Propane,195154,13542,NULL,6729
4/1/1998,SK,Propane,193492,14467,NULL,2966
5/1/1998,SK,Propane,230828,9281,NULL,1707
6/1/1998,SK,Propane,238543,11625,NULL,2372
7/1/1998,SK,Propane,300287,24448,NULL,2423
8/1/1998,SK,Propane,240464,11767,NULL,5287
9/1/1998,SK,Propane,217446,10639,NULL,8402
10/1/1998,SK,Propane,273039,13165,NULL,14404
11/1/1998,SK,Propane,282363,15883,NULL,16131
12/1/1998,SK,Propane,235835,21333,NULL,7996
1/1/1999,SK,Propane,269006,31655,NULL,11985
2/1/1999,SK,Propane,218351,8121,NULL,5000
3/1/1999,SK,Propane,141128,4461,NULL,4627
4/1/1999,SK,Propane,174705,1145,NULL,2146
5/1/1999,SK,Propane,177779,478,NULL,1200
6/1/1999,SK,Propane,160607,6960,NULL,1182
7/1/1999,SK,Propane,181983,5981,NULL,2786
8/1/1999,SK,Propane,225379,5326,NULL,8542
9/1/1999,SK,Propane,164563,9620,NULL,8536
10/1/1999,SK,Propane,190244,12659,NULL,29759
11/1/1999,SK,Propane,209885,24633,NULL,6870
12/1/1999,SK,Propane,200569,16058,NULL,32882
1/1/2000,SK,Propane,247589,41748,NULL,25376
2/1/2000,SK,Propane,172334,39147,NULL,29708
3/1/2000,SK,Propane,114791,3520,NULL,20548
4/1/2000,SK,Propane,137880,6327,NULL,5470
5/1/2000,SK,Propane,145126,3206,NULL,4944
6/1/2000,SK,Propane,160025,3217,NULL,4397
7/1/2000,SK,Propane,175711,2970,NULL,7029
8/1/2000,SK,Propane,195636,2959,NULL,19225
9/1/2000,SK,Propane,193803,1720,NULL,11362
10/1/2000,SK,Propane,172214,8586,NULL,4474
11/1/2000,SK,Propane,184035,8427,NULL,15219
12/1/2000,SK,Propane,226554,16435,NULL,27351
1/1/2001,SK,Propane,201250,28098,NULL,25478
2/1/2001,SK,Propane,171475,6271,NULL,17284
3/1/2001,SK,Propane,130303,2408,NULL,10645
4/1/2001,SK,Propane,102431,115,NULL,4698
5/1/2001,SK,Propane,49811,NULL,NULL,4509
6/1/2001,SK,Propane,63736,3131,NULL,5267
7/1/2001,SK,Propane,121518,2634,NULL,8418
8/1/2001,SK,Propane,139858,1744,NULL,9020
9/1/2001,SK,Propane,105581,910,NULL,11208
10/1/2001,SK,Propane,129764,7449,NULL,16941
11/1/2001,SK,Propane,162886,9210,NULL,9875
12/1/2001,SK,Propane,144570,18615,NULL,15398
1/1/2002,SK,Propane,195688,56514,NULL,21610
2/1/2002,SK,Propane,153769,20834,NULL,10742
3/1/2002,SK,Propane,147129,16164,NULL,7026
4/1/2002,SK,Propane,204101,2732,NULL,6466
5/1/2002,SK,Propane,205378,2393,NULL,4456
6/1/2002,SK,Propane,116362,5924,NULL,3650
7/1/2002,SK,Propane,254728,3714,NULL,5922
8/1/2002,SK,Propane,201848,2245,NULL,12848
9/1/2002,SK,Propane,152520,1274,NULL,10375
10/1/2002,SK,Propane,204087,6941,NULL,15736
11/1/2002,SK,Propane,241924,14854,NULL,10102
12/1/2002,SK,Propane,257863,24187,NULL,15650
1/1/2003,SK,Propane,229460,24676,NULL,12327
2/1/2003,SK,Propane,139204,22534,NULL,11851
3/1/2003,SK,Propane,123318,9484,NULL,12175
4/1/2003,SK,Propane,49796,926,NULL,1781
5/1/2003,SK,Propane,36191,1222,NULL,1296
6/1/2003,SK,Propane,33984,569,NULL,1017
7/1/2003,SK,Propane,32456,1043,NULL,3637
8/1/2003,SK,Propane,31598,1453,NULL,8546
9/1/2003,SK,Propane,119313,3745,NULL,6232
10/1/2003,SK,Propane,106295,11295,NULL,5151
11/1/2003,SK,Propane,116366,6561,NULL,9491
12/1/2003,SK,Propane,103922,54366,NULL,18685
1/1/2004,SK,Propane,214682,36211,NULL,10582
2/1/2004,SK,Propane,227529,20352,NULL,19132
3/1/2004,SK,Propane,180835,5948,NULL,3698
4/1/2004,SK,Propane,155883,3573,NULL,1090
5/1/2004,SK,Propane,71263,3808,NULL,1031
6/1/2004,SK,Propane,70650,2287,NULL,1328
7/1/2004,SK,Propane,168386,1145,NULL,1974
8/1/2004,SK,Propane,150078,802,NULL,3249
9/1/2004,SK,Propane,98715,5037,NULL,2598
10/1/2004,SK,Propane,214609,10989,NULL,2753
11/1/2004,SK,Propane,211621,11074,NULL,2559
12/1/2004,SK,Propane,196399,14887,NULL,3931
1/1/2005,SK,Propane,228001,21658,NULL,9230
2/1/2005,SK,Propane,166793,10437,NULL,2936
3/1/2005,SK,Propane,113188,3345,NULL,2907
4/1/2005,SK,Propane,79238,1367,NULL,531
5/1/2005,SK,Propane,92067,632,NULL,566
6/1/2005,SK,Propane,98682,228,NULL,692
7/1/2005,SK,Propane,86835,455,NULL,8234
8/1/2005,SK,Propane,157122,228,NULL,3526
9/1/2005,SK,Propane,84763,2167,NULL,3193
10/1/2005,SK,Propane,142092,3780,NULL,4328
11/1/2005,SK,Propane,103031,7953,NULL,2366
12/1/2005,SK,Propane,127436,20024,NULL,5900
1/1/2006,SK,Propane,119482,15563,NULL,4411
2/1/2006,SK,Propane,134370,18434,NULL,3353
3/1/2006,SK,Propane,124923,8294,NULL,1950
4/1/2006,SK,Propane,85431,691,NULL,12979
5/1/2006,SK,Propane,75712,NULL,NULL,496
6/1/2006,SK,Propane,74674,794,NULL,2471
7/1/2006,SK,Propane,98217,907,NULL,3487
8/1/2006,SK,Propane,93312,2063,NULL,14397
9/1/2006,SK,Propane,71465,8280,NULL,684
10/1/2006,SK,Propane,134285,10224,NULL,846
11/1/2006,SK,Propane,189239,19433,NULL,1677
12/1/2006,SK,Propane,235318,31243,NULL,4419
1/1/2007,SK,Propane,149318,42018,NULL,2831
2/1/2007,SK,Propane,165710,21711,NULL,2937
3/1/2007,SK,Propane,81774,11102,NULL,2019
4/1/2007,SK,Propane,60999,914,NULL,193
5/1/2007,SK,Propane,34301,576,NULL,372
6/1/2007,SK,Propane,39974,691,NULL,374
7/1/2007,SK,Propane,102059,3070,NULL,316
8/1/2007,SK,Propane,89648,1342,NULL,210
9/1/2007,SK,Propane,152524,1490,NULL,321
10/1/2007,SK,Propane,158770,14181,NULL,9856
11/1/2007,SK,Propane,126518,19138,NULL,429
12/1/2007,SK,Propane,103640,34950,NULL,2589
1/1/2008,SK,Propane,129073,34643,NULL,4017
2/1/2008,SK,Propane,97151,26383,NULL,2991
3/1/2008,SK,Propane,84861,13352,NULL,1560
4/1/2008,SK,Propane,61106,1032,NULL,2752
5/1/2008,SK,Propane,107745,804,NULL,2486
6/1/2008,SK,Propane,98849,689,NULL,1558
7/1/2008,SK,Propane,132719,3247,NULL,318
8/1/2008,SK,Propane,88612,1955,NULL,1491
9/1/2008,SK,Propane,107448,6346,NULL,1482
10/1/2008,SK,Propane,128217,16221,NULL,1458
11/1/2008,SK,Propane,209782,25411,NULL,1001
12/1/2008,SK,Propane,170383,25910,NULL,1624
1/1/2009,SK,Propane,142837,40343,NULL,6156
2/1/2009,SK,Propane,69812,37302,NULL,2269
3/1/2009,SK,Propane,43852,13294,NULL,5790
4/1/2009,SK,Propane,49603,691,NULL,429
5/1/2009,SK,Propane,59493,459,NULL,748
6/1/2009,SK,Propane,91333,231,NULL,1547
7/1/2009,SK,Propane,97290,479,NULL,719
8/1/2009,SK,Propane,57666,1832,NULL,693
9/1/2009,SK,Propane,50030,3900,NULL,1234
10/1/2009,SK,Propane,97939,20515,NULL,2373
11/1/2009,SK,Propane,261611,25714,NULL,2711
12/1/2009,SK,Propane,131236,25962,NULL,3129
1/1/2010,SK,Propane,98943,28979,NULL,3016
2/1/2010,SK,Propane,91664,19347,NULL,2151
3/1/2010,SK,Propane,64454,8383,NULL,1860
4/1/2010,SK,Propane,36569,1829,NULL,92
5/1/2010,SK,Propane,20334,1372,NULL,169
6/1/2010,SK,Propane,64379,777,NULL,106
7/1/2010,SK,Propane,63512,349,NULL,144
8/1/2010,SK,Propane,39551,747,NULL,213
9/1/2010,SK,Propane,58491,2984,NULL,1078
10/1/2010,SK,Propane,62501,8447,NULL,1865
11/1/2010,SK,Propane,65280,18691,NULL,1641
12/1/2010,SK,Propane,110146,26672,NULL,3482
1/1/2011,SK,Propane,115776,32123,NULL,2620
2/1/2011,SK,Propane,130285,16166,NULL,2898
3/1/2011,SK,Propane,86807,15020,NULL,3318
4/1/2011,SK,Propane,68642,3112,NULL,72
5/1/2011,SK,Propane,21814,2470,NULL,NULL
6/1/2011,SK,Propane,15410,3236,NULL,NULL
7/1/2011,SK,Propane,21773,2497,NULL,NULL
8/1/2011,SK,Propane,43430,3957,NULL,NULL
9/1/2011,SK,Propane,78299,7281,NULL,1584
10/1/2011,SK,Propane,101810,17355,NULL,1627
11/1/2011,SK,Propane,53459,47490,NULL,7083
12/1/2011,SK,Propane,53831,48150,NULL,10737
1/1/2012,SK,Propane,128363,44805,NULL,11587
2/1/2012,SK,Propane,129719,44883,NULL,9821
3/1/2012,SK,Propane,73745,21794,NULL,7231
4/1/2012,SK,Propane,40546,3747,NULL,109
5/1/2012,SK,Propane,24401,5605,NULL,NULL
