Owner,Pipeline,Category,Type,Year,Unit,Value
Plains Midstream Canada ULC,Aurora Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,4228.0
Plains Midstream Canada ULC,Aurora Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,8197.0
Plains Midstream Canada ULC,Aurora Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,11810.0
Plains Midstream Canada ULC,Aurora Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,15331.0
Plains Midstream Canada ULC,Aurora Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,18638.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2011,$,81000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2011,$,8000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2011,$,303000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2012,$,62000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2012,$,8000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2012,$,298000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2013,$,39000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2013,$,8000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2013,$,293000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2014,$,60000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2014,$,8000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2014,$,288000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2015,$,63000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2015,$,9000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2015,$,283000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2016,$,53000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2016,$,9000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2016,$,289000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2017,$,46000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2017,$,9000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2017,$,289000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2018,$,45000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2018,$,9000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2018,$,289000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Revenue,2019,$,40000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Expenses,2019,$,9000.0
Plains Midstream Canada ULC,Aurora Pipeline,Financial Information,Assets,2019,$,288000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,442000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,1125000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,1682000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,2206000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,2840000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Revenue,2012,$,0.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Expenses,2012,$,200000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Net Income,2012,$,-2100000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,"Property, Plant And Equipment",2012,$,139900000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Revenue,2013,$,16700000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Expenses,2013,$,9000000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Net Income,2013,$,5700000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,"Property, Plant And Equipment",2013,$,158900000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Revenue,2014,$,27200000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Expenses,2014,$,11600000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Net Income,2014,$,12700000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,"Property, Plant And Equipment",2014,$,153500000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Revenue,2015,$,30400000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Expenses,2015,$,13200000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Net Income,2015,$,16500000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,"Property, Plant And Equipment",2015,$,146300000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Revenue,2016,$,39100000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Expenses,2016,$,14500000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Net Income,2016,$,24500000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,"Property, Plant And Equipment",2016,$,138000000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Revenue,2017,$,33000000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Expenses,2017,$,13000000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Net Income,2017,$,19100000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,"Property, Plant And Equipment",2017,$,129199999.99999999
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Revenue,2018,$,30900000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Expenses,2018,$,13700000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Net Income,2018,$,18500000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,"Property, Plant And Equipment",2018,$,121300000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Revenue,2019,$,32400000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Expenses,2019,$,15500000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,Net Income,2019,$,15700000.0
Enbridge Bakken Pipeline Company Inc,Enbridge Bakken Pipeline,Financial Information,"Property, Plant And Equipment",2019,$,112800000.0
Enbridge Pipelines Inc,Enbridge Mainline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,33800000.0
Enbridge Pipelines Inc,Enbridge Mainline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,80181000.0
Enbridge Pipelines Inc,Enbridge Mainline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,120700000.0
Enbridge Pipelines Inc,Enbridge Mainline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,182600000.0
Enbridge Pipelines Inc,Enbridge Mainline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,226100000.0
Enbridge Pipelines Inc,Enbridge Mainline,Financial Data,Rate Base,2012,$,5193000000.0
Enbridge Pipelines Inc,Enbridge Mainline,Financial Data,Rate Base,2013,$,5683000000.0
Enbridge Pipelines Inc,Enbridge Mainline,Financial Data,Rate Base,2014,$,6387000000.0
Enbridge Pipelines Inc,Enbridge Mainline,Financial Data,Rate Base,2015,$,8785000000.0
Enbridge Pipelines Inc,Enbridge Mainline,Financial Data,Rate Base,2016,$,8824000000.0
Enbridge Pipelines Inc,Enbridge Mainline,Financial Data,Rate Base,2017,$,8952000000.0
Enbridge Pipelines Inc,Enbridge Mainline,Financial Data,Rate Base,2018,$,8857000000.0
Enbridge Pipelines Inc,Enbridge Mainline,Financial Data,Rate Base,2019,$,13608000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,3800000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,7908000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,7900000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,8858000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,13077000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2010,$,32000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2010,$,113000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2010,%,8.46
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2010,%,50.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2011,$,75000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2011,$,109000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2011,%,8.08
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2011,%,50.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2012,$,47000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2012,$,110000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2012,%,7.58
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2012,%,50.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2013,$,65000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2013,$,141000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2013,%,7.23
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2013,%,50.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2014,$,69000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2014,$,162000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2014,%,7.93
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2014,%,50.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2015,$,62000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2015,$,151000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2015,%,7.64
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2015,%,50.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2016,$,62000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2016,$,128000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2016,%,7.38
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2016,%,50.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2017,$,55000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2017,$,102000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2017,%,6.86
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2017,%,50.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2018,$,
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2018,$,
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2018,%,
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2018,%,
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Cost of Service,2019,$,58000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Rate Base,2019,$,157000000.0
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Actual Return on Equity,2019,%,7.44
Enbridge Pipelines (NW) Inc,Enbridge Norman Wells Pipeline,Financial Data,Deemed Equity Ratio,2019,%,50.0
Express Pipeline Ltd,Express Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,1025404.0
Express Pipeline Ltd,Express Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,2165590.0
Express Pipeline Ltd,Express Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,4088520.0
Express Pipeline Ltd,Express Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,5269824.0
Express Pipeline Ltd,Express Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,7347224.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2011,$,51600000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2011,$,36400000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2011,$,9200000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2011,$,389500000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2012,$,56000000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2012,$,35300000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2012,$,17100000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2012,$,174500000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2013,$,61200000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2013,$,41000000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2013,$,13200000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2013,$,188900000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2014,$,70800000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2014,$,41900000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2014,$,20100000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2014,$,201600000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2015,$,92100000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2015,$,50700000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2015,$,30100000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2015,$,204600000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2016,$,101900000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2016,$,48000000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2016,$,52100000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2016,$,216800000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2017,$,110000000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2017,$,63800000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2017,$,61000000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2017,$,200900000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2018,$,118600000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2018,$,59200000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2018,$,53000000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2018,$,217300000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Revenue,2019,$,125700000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Expenses,2019,$,58800000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Net Income,2019,$,64300000.0
Express Pipeline Ltd,Express Pipeline,Financial Information,Assets,2019,$,253000000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,110826.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,257096.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,381824.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,500187.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,1044101.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Revenue,2013,$,799000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Expenses,2013,$,262000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Net Income,2013,$,394000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Revenue,2014,$,522000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Expenses,2014,$,46000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Net Income,2014,$,350000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Revenue,2015,$,661000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Expenses,2015,$,45000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Net Income,2015,$,453000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Revenue,2016,$,595000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Expenses,2016,$,43000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Net Income,2016,$,405000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Revenue,2017,$,512000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Expenses,2017,$,55000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Net Income,2017,$,336000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Revenue,2018,$,462000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Expenses,2018,$,58000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Net Income,2018,$,297000.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Revenue,2019,$,0.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Expenses,2019,$,0.0
Genesis Pipeline Canada Ltd,Genesis Pipeline System,Financial Information,Net Income,2019,$,0.0
PKM Cochin ULC,Cochin Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,1681892.0
PKM Cochin ULC,Cochin Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,3191760.0
PKM Cochin ULC,Cochin Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,4983000.0
PKM Cochin ULC,Cochin Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,68597690.0
PKM Cochin ULC,Cochin Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,8808687.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2010,$,23000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2010,$,84000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2010,%,5.75
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2011,$,40000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2011,$,81000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2011,%,5.75
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2012,$,26000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2012,$,76000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2012,%,5.75
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2013,$,19000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2013,$,74000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2013,%,5.75
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2014,$,30000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2014,$,107000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2014,%,5.75
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2015,$,50000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2015,$,146000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2015,%,8.25
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2016,$,54000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2016,$,155000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2016,%,8.25
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2017,$,53000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2017,$,161000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2017,%,8.25
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2018,$,55000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2018,$,157000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2018,%,8.25
PKM Cochin ULC,Cochin Pipeline,Financial Data,Revenue,2019,$,61000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Rate Base,2019,$,140000000.0
PKM Cochin ULC,Cochin Pipeline,Financial Data,Return on Rate Base,2019,%,8.25
Plains Midstream Canada ULC,Milk River Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,
Plains Midstream Canada ULC,Milk River Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,
Plains Midstream Canada ULC,Milk River Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,446000.0
Plains Midstream Canada ULC,Milk River Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,664231.0
Plains Midstream Canada ULC,Milk River Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,891138.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Revenue,2012,$,7900000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Expenses,2012,$,380000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Assets,2012,$,24300000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Revenue,2013,$,9800000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Expenses,2013,$,4400000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Assets,2013,$,29700000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Revenue,2014,$,11300000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Expenses,2014,$,4400000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Assets,2014,$,29400000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Revenue,2015,$,12800000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Expenses,2015,$,4000000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Assets,2015,$,28600000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Revenue,2016,$,13200000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Expenses,2016,$,4200000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Assets,2016,$,28200000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Revenue,2017,$,13600000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Expenses,2017,$,4099999.9999999995
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Assets,2017,$,27600000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Revenue,2018,$,14600000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Expenses,2018,$,4500000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Assets,2018,$,27500000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Revenue,2019,$,15600000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Expenses,2019,$,4600000.0
Plains Midstream Canada ULC,Milk River Pipeline,Financial Information,Assets,2019,$,26800000.0
Montreal Pipe Line Limited,Montreal Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2015,$,649734.0
Montreal Pipe Line Limited,Montreal Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2016,$,1511875.0
Montreal Pipe Line Limited,Montreal Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2017,$,2221000.0
Montreal Pipe Line Limited,Montreal Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2018,$,2973000.0
Montreal Pipe Line Limited,Montreal Pipeline,Abandonment Trust Fund Balance,Trust Fund Balance,2019,$,3886000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2011,$,71500000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2011,$,36400000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2011,$,19100000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2011,$,94700000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Revenue,2012,$,71200000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Operating Expenses,2012,$,32400000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,Net Income,2012,$,22900000.0
Montreal Pipe Line Limited,Montreal Pipeline,Financial Information,"Property, Plant And Equipment",2012,$,91100000.0
